,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating QC,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,Functional,Fireplace Qu,Garage Type,Garage Finish,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Fence,Misc Val,Mo Sold,Yr Sold,Sale Type
454,C160,FV,69.0,2403,2,Lvl,3,FR2,2,Somerst,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,244.0,1,0.0,286.0,530.0,4,4,530,550,0,1080,0.0,0.0,2,1,2,1,3,7,0,Attchd,2,496.0,3,3,2,0,50,0,0,0,0,0,0,6,2010,WD 
455,C050,RM,50.0,8600,3,Bnk,3,Inside,2,IDOTRR,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,780.0,780.0,2,4,780,596,0,1376,0.0,0.0,2,0,3,1,2,7,4,Detchd,1,198.0,3,3,0,0,0,0,0,0,0,0,0,6,2006,WD 
456,C050,RL,60.0,13680,3,HLS,3,Inside,1,Crawfor,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,5,728.0,1,0.0,112.0,840.0,4,4,840,727,0,1567,1.0,0.0,1,1,2,1,2,5,3,Detchd,1,440.0,3,3,2,0,21,150,0,0,0,4,0,2,2009,WD 
457,C070,RL,60.0,10800,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,2Story,5,9,1895,1999,Gable,Wd Sdng,HdBoard,None,0.0,2,3,CBlock,4,3,3,1,0.0,1,0.0,736.0,736.0,4,4,751,783,0,1534,0.0,0.0,1,1,3,1,3,7,0,NA,0,0.0,0,0,0,0,112,0,0,0,0,0,0,7,2007,WD 
458,C120,RL,39.0,5389,2,Lvl,3,Inside,2,StoneBr,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CemntBd,CmentBd,None,0.0,3,2,PConc,4,3,1,6,1180.0,1,0.0,415.0,1595.0,4,4,1616,0,0,1616,1.0,0.0,2,0,2,1,3,7,3,Attchd,2,608.0,3,3,2,237,152,0,0,0,0,0,0,3,2010,WD 
459,C050,RL,60.0,10890,3,Lvl,3,Inside,2,SWISU,Norm,1Fam,1.5Fin,5,5,1938,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,2,3,1,2,930.0,1,0.0,128.0,1058.0,2,4,1058,493,0,1551,1.0,0.0,2,0,3,1,1,7,0,Detchd,1,240.0,2,3,2,0,0,0,0,0,0,3,0,7,2006,WD 
460,C020,RL,68.0,9768,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,5,1955,1955,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,3,100.0,5,247.0,613.0,960.0,3,4,960,0,0,960,1.0,0.0,1,0,2,1,2,7,0,Attchd,2,330.0,3,3,2,0,70,0,0,0,0,3,0,2,2009,WD 
461,C020,RL,73.0,8993,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,1Story,7,5,2007,2007,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,1302.0,1302.0,4,4,1302,0,0,1302,0.0,0.0,2,0,3,1,3,7,0,Attchd,3,436.0,3,3,2,0,22,0,0,0,0,0,0,8,2007,New
462,C030,RL,50.0,11672,1,Lvl,3,Inside,2,BrkSide,Norm,1Fam,1Story,5,5,1925,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,816.0,816.0,2,3,816,0,0,816,0.0,0.0,1,0,2,1,2,7,0,Detchd,1,210.0,2,2,0,168,0,112,0,0,0,0,0,7,2006,WD 
463,C120,RM,69.0,9763,2,Lvl,3,Inside,2,GrnHill,Norm,TwnhsE,1Story,7,5,1998,1998,Gable,Wd Sdng,Wd Sdng,BrkFace,239.0,3,2,PConc,4,3,1,6,1102.0,5,72.0,328.0,1502.0,4,4,1502,0,0,1502,1.0,0.0,1,1,1,1,3,7,3,Attchd,3,286.0,3,3,2,0,0,0,0,0,0,0,0,9,2007,WD 
464,C020,RM,56.0,9836,3,Bnk,3,Inside,2,OldTown,Artery,1Fam,1Story,6,5,2008,2008,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,3,3,1,6,96.0,1,0.0,96.0,192.0,3,4,1133,0,0,1133,1.0,0.0,1,0,3,1,2,7,0,Detchd,1,308.0,3,3,2,0,175,0,0,0,0,0,0,12,2008,WD 
465,C060,RL,89.0,10557,2,Lvl,3,Inside,2,NoRidge,Norm,1Fam,2Story,9,5,1998,1998,Gable,MetalSd,MetalSd,BrkFace,422.0,3,2,PConc,5,3,4,6,672.0,1,0.0,736.0,1408.0,4,4,1671,1407,0,3078,1.0,0.0,2,1,4,1,3,7,3,Attchd,3,806.0,3,3,2,108,87,0,0,0,0,0,0,7,2007,WD 
466,C060,RL,70.0,8462,2,Lvl,3,Inside,2,SawyerW,Norm,1Fam,2Story,6,5,1994,1994,Gable,HdBoard,HdBoard,BrkFace,105.0,3,3,PConc,4,4,1,6,814.0,1,0.0,114.0,928.0,4,4,936,785,0,1721,0.0,1.0,2,1,3,1,3,7,0,Attchd,2,471.0,3,3,2,300,87,0,0,0,0,0,0,7,2007,WD 
467,C050,RL,60.0,10818,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,1.5Fin,4,4,1910,1950,Gable,VinylSd,VinylSd,None,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,1077.0,1077.0,2,3,981,779,0,1760,0.0,0.0,1,1,4,1,2,7,3,Detchd,1,648.0,2,3,2,120,0,96,0,0,0,0,0,2,2006,COD
468,C070,RL,61.0,7259,2,Lvl,3,Inside,1,Crawfor,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,5,774.0,2,150.0,104.0,1028.0,4,4,1436,884,0,2320,1.0,0.0,2,1,3,1,3,7,3,Detchd,1,180.0,3,3,2,224,0,0,0,0,0,3,0,7,2007,WD 
469,C060,RL,69.0,11800,2,Lvl,3,Inside,2,Timber,Norm,1Fam,2Story,7,5,2003,2004,Gable,VinylSd,VinylSd,BrkFace,94.0,3,2,PConc,4,3,4,6,766.0,1,0.0,356.0,1122.0,4,4,1146,1340,0,2486,1.0,0.0,3,1,5,1,3,7,4,BuiltIn,3,452.0,3,3,2,143,32,0,0,0,0,0,0,7,2007,WD 
470,C020,RL,75.0,7500,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,7,1959,1994,Hip,BrkFace,BrkFace,None,0.0,2,2,CBlock,3,3,1,2,340.0,3,906.0,0.0,1246.0,4,4,1246,0,0,1246,1.0,0.0,1,1,3,1,3,7,0,Attchd,2,305.0,3,3,2,218,0,0,0,0,0,4,0,5,2010,WD 
471,C050,RL,69.0,159000,1,Low,3,CulDSac,0,ClearCr,Norm,1Fam,1.5Fin,6,7,1958,2006,Gable,Wd Sdng,HdBoard,BrkCmn,472.0,3,2,CBlock,4,3,4,3,697.0,1,0.0,747.0,1444.0,3,4,1444,700,0,2144,0.0,1.0,2,0,4,1,3,7,3,Attchd,3,389.0,3,3,2,0,98,0,0,0,0,0,500,6,2007,WD 
472,C050,RL,62.0,6488,3,Lvl,3,Inside,2,Edwards,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,BrkFace,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,2,230.0,1,0.0,569.0,799.0,4,3,799,351,0,1150,0.0,0.0,1,0,3,1,2,4,3,BuiltIn,1,215.0,3,3,2,264,0,0,0,0,0,0,0,3,2006,WD 
473,C020,RL,110.0,14230,3,Lvl,3,Corner,2,NridgHt,Norm,1Fam,1Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,640.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1566.0,1566.0,4,4,1600,0,0,1600,0.0,0.0,2,0,3,1,3,7,4,Attchd,2,890.0,3,3,2,0,56,0,0,0,0,0,0,7,2009,WD 
474,C050,RL,110.0,7810,2,HLS,3,Inside,2,Crawfor,Norm,1Fam,1.5Fin,4,6,1930,2003,Gable,AsbShng,CmentBd,None,0.0,2,3,BrkTil,3,4,1,6,189.0,1,0.0,741.0,930.0,4,4,1230,525,0,1755,0.0,0.0,2,0,4,1,3,7,3,Detchd,1,231.0,2,3,2,0,40,0,0,0,0,0,0,11,2007,WD 
475,C020,RL,85.0,14331,3,Lvl,3,Inside,2,Timber,Norm,1Fam,1Story,8,5,2002,2002,Hip,VinylSd,VinylSd,BrkFace,630.0,3,2,PConc,5,3,4,6,1274.0,1,0.0,526.0,1800.0,4,4,1800,0,0,1800,1.0,0.0,2,0,3,1,3,7,4,Attchd,3,765.0,3,3,2,270,78,0,0,0,0,0,0,5,2006,WD 
476,C160,FV,30.0,3182,3,Lvl,3,Inside,2,Somerst,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,MetalSd,MetalSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,600.0,600.0,4,4,600,600,0,1200,0.0,0.0,2,1,2,1,3,7,0,Detchd,2,480.0,3,3,2,0,172,0,0,0,0,0,0,6,2010,WD 
477,C160,RM,24.0,1920,3,Lvl,3,Inside,2,BrDale,Norm,TwnhsE,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,376.0,2,2,CBlock,3,3,1,5,471.0,1,0.0,294.0,765.0,4,4,765,600,0,1365,1.0,0.0,1,1,2,1,2,6,0,Detchd,1,440.0,3,3,2,240,36,0,0,0,0,0,0,8,2007,WD 
478,C060,RL,68.0,10110,3,Lvl,3,Inside,2,SawyerW,Norm,1Fam,2Story,6,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,2,6,80.0,5,555.0,200.0,835.0,4,4,835,861,0,1696,1.0,0.0,2,1,3,1,3,7,0,Attchd,2,542.0,3,3,2,143,66,0,0,0,0,0,0,7,2008,WD 
479,C060,RL,91.0,10984,2,Lvl,3,Corner,2,CollgCr,Norm,1Fam,2Story,7,5,2005,2006,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,4,1,0.0,1,0.0,945.0,945.0,4,4,945,864,0,1809,0.0,0.0,2,1,3,1,3,7,0,Attchd,2,638.0,3,3,2,144,54,0,0,0,0,0,0,5,2006,New
480,C020,RL,85.0,14082,2,HLS,3,Inside,2,StoneBr,Norm,1Fam,1Story,8,5,2006,2006,Hip,VinylSd,VinylSd,BrkFace,945.0,3,2,PConc,5,4,4,6,1558.0,1,0.0,662.0,2220.0,4,4,2234,0,0,2234,1.0,0.0,1,1,1,1,3,7,4,Attchd,2,724.0,3,3,2,390,80,0,0,0,0,0,0,1,2007,WD 
481,C060,RL,50.0,8480,2,Lvl,3,Inside,2,SawyerW,Norm,1Fam,2Story,6,5,1993,1994,Gable,HdBoard,HdBoard,BrkFace,120.0,3,2,PConc,4,3,1,6,602.0,1,0.0,284.0,886.0,4,4,886,794,0,1680,0.0,1.0,2,1,3,1,3,7,0,Attchd,2,474.0,3,3,2,144,96,0,0,0,0,0,0,10,2008,WD 
482,C060,RL,69.0,12205,2,Low,3,Inside,2,ClearCr,Norm,1Fam,2Story,6,8,1966,2007,Gable,HdBoard,HdBoard,BrkFace,157.0,2,2,CBlock,3,2,4,2,568.0,1,0.0,264.0,832.0,3,4,976,1111,0,2087,0.0,0.0,2,1,5,1,3,7,0,Attchd,3,444.0,3,3,2,133,168,0,0,0,0,0,0,7,2007,WD 
483,C020,RL,90.0,15750,3,Lvl,3,FR3,2,CollgCr,Feedr,1Fam,1Story,8,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,260.0,3,2,PConc,4,3,4,6,1246.0,1,0.0,216.0,1462.0,4,4,1513,0,0,1513,1.0,0.0,2,0,2,1,3,7,3,Attchd,3,521.0,3,3,2,135,34,0,0,0,0,0,0,6,2009,WD 
484,C020,RL,70.0,8050,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,6,1967,1993,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,5,474.0,4,38.0,437.0,949.0,2,4,1107,0,0,1107,1.0,0.0,1,0,3,1,3,7,0,Attchd,2,308.0,3,3,2,88,64,0,0,0,0,0,0,3,2007,WD 
485,C020,RL,60.0,7200,3,Lvl,3,Inside,2,NAmes,Norm,1Fam,1Story,5,7,1955,2007,Gable,VinylSd,VinylSd,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,4,4,827,0,0,827,0.0,0.0,1,0,2,1,2,4,1,Detchd,1,392.0,3,3,2,0,0,0,0,0,0,0,0,4,2010,WD 
486,C075,RM,35.0,6300,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,2.5Unf,6,6,1914,2001,Gable,Wd Sdng,Wd Shng,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,742.0,742.0,4,4,742,742,0,1484,0.0,0.0,2,0,3,1,2,7,4,NA,0,0.0,0,0,2,0,291,134,0,0,0,0,0,6,2008,WD 
487,C030,RM,30.0,5232,0,Bnk,3,Inside,2,OldTown,Artery,1Fam,1Story,5,5,1925,2004,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,2,3,1,1,0.0,1,0.0,680.0,680.0,3,1,764,0,0,764,0.0,0.0,1,0,2,1,2,7,0,Detchd,1,504.0,3,3,0,0,0,0,0,0,0,0,0,6,2008,WD 
488,C020,RL,72.0,11846,2,HLS,3,Inside,2,NridgHt,Norm,1Fam,1Story,9,5,2003,2004,Hip,VinylSd,VinylSd,BrkFace,562.0,3,2,PConc,5,3,4,6,1567.0,1,0.0,225.0,1792.0,4,4,1792,0,0,1792,1.0,0.0,2,0,2,1,4,7,4,Attchd,3,874.0,3,3,2,206,49,0,0,0,0,0,0,8,2006,WD 
489,C060,RL,130.0,16900,3,Lvl,3,Inside,2,NridgHt,Norm,1Fam,2Story,8,5,2001,2002,Gable,VinylSd,VinylSd,BrkFace,1110.0,3,2,PConc,5,3,2,6,1075.0,1,0.0,404.0,1479.0,4,4,1515,1134,0,2649,1.0,0.0,2,1,4,1,3,7,3,Attchd,3,746.0,3,3,2,0,60,0,0,0,0,0,0,1,2008,WD 
490,C060,RL,69.0,9636,2,Lvl,3,Corner,2,Gilbert,Norm,1Fam,2Story,6,5,1992,1993,Gable,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,808.0,808.0,3,4,808,785,0,1593,0.0,0.0,2,1,3,1,2,7,3,BuiltIn,2,389.0,3,3,2,342,40,0,0,0,0,3,0,12,2009,WD 
491,C085,RL,90.0,10012,3,Lvl,3,Inside,2,Edwards,Norm,1Fam,SFoyer,4,5,1972,1972,Gable,Plywood,Plywood,None,0.0,2,2,CBlock,4,3,3,4,920.0,3,180.0,38.0,1138.0,2,4,1181,0,0,1181,1.0,0.0,2,0,3,1,2,7,0,Detchd,2,588.0,3,3,2,0,0,180,0,0,0,3,0,4,2008,WD 
492,C020,RL,91.0,14303,2,Lvl,3,Corner,2,NoRidge,Norm,1Fam,1Story,8,5,1994,1994,Hip,HdBoard,HdBoard,BrkFace,554.0,3,2,PConc,4,3,4,6,1314.0,1,0.0,672.0,1986.0,4,4,1987,0,0,1987,1.0,0.0,2,0,2,1,3,7,3,Attchd,3,691.0,3,3,2,262,36,0,0,0,0,0,0,8,2008,WD 
493,C070,RL,43.0,5707,3,Bnk,3,Inside,2,SWISU,Feedr,1Fam,2Story,6,6,1935,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,583.0,583.0,3,2,647,595,0,1242,0.0,0.0,1,1,3,1,2,7,4,Detchd,1,180.0,2,3,2,329,96,0,0,0,0,0,0,3,2009,WD 
494,C020,RL,78.0,9360,3,Lvl,3,Inside,2,NAmes,Feedr,1Fam,1Story,6,7,1968,2004,Hip,HdBoard,HdBoard,BrkFace,203.0,2,2,CBlock,3,3,3,5,760.0,1,0.0,216.0,976.0,2,4,976,0,0,976,1.0,0.0,1,0,2,1,3,7,2,Attchd,2,504.0,3,3,2,94,0,0,0,0,0,0,0,8,2006,WD 
495,C050,RM,40.0,5680,3,Lvl,3,Inside,2,OldTown,Norm,1Fam,1.5Fin,5,3,1901,1950,Gable,AsbShng,AsbShng,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,969.0,969.0,2,3,969,245,0,1214,0.0,0.0,1,0,2,1,2,7,0,Detchd,1,216.0,3,3,0,0,0,77,0,0,0,3,0,9,2007,WD 
496,C020,RL,70.0,7000,3,Lvl,3,Inside,2,NAmes,Artery,1Fam,1Story,5,6,1962,1962,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,4,468.0,1,0.0,396.0,864.0,3,4,864,0,0,864,0.0,1.0,1,0,3,1,2,7,0,Attchd,1,336.0,3,3,2,0,0,0,0,0,0,2,0,2,2006,WD 
497,C050,RL,51.0,10480,3,Lvl,3,Inside,2,SWISU,Norm,1Fam,1.5Fin,6,5,1936,1950,Gable,MetalSd,MetalSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,1064.0,1064.0,4,3,1166,0,473,1639,0.0,0.0,1,0,3,1,2,2,0,Detchd,1,240.0,3,3,2,0,0,0,0,0,0,0,0,3,2008,WD 
498,C020,RL,95.0,11578,3,Lvl,3,Inside,2,NridgHt,Norm,1Fam,1Story,9,5,2008,2008,Gable,VinylSd,VinylSd,Stone,302.0,4,2,PConc,5,3,1,1,0.0,1,0.0,1736.0,1736.0,4,4,1736,0,0,1736,0.0,0.0,2,0,3,1,4,7,4,Attchd,2,834.0,3,3,2,319,90,0,0,0,0,0,0,7,2009,WD 
499,C090,RL,64.0,7018,3,Bnk,3,Inside,2,SawyerW,Norm,Duplex,1Story,5,5,1979,1979,Gable,Plywood,Plywood,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,2,4,1535,0,0,1535,0.0,0.0,2,0,4,2,2,7,0,Attchd,1,400.0,3,3,2,0,0,0,0,0,0,0,0,6,2009,WD 
500,C060,RL,69.0,9130,3,Lvl,3,Inside,2,NWAmes,Feedr,1Fam,2Story,6,8,1966,2000,Hip,HdBoard,HdBoard,BrkFace,252.0,2,2,CBlock,3,3,1,6,400.0,3,64.0,336.0,800.0,3,4,800,832,0,1632,0.0,1.0,1,1,4,1,3,7,0,Attchd,1,484.0,3,3,2,0,40,0,0,0,0,0,0,7,2008,WD 
501,C030,RL,60.0,10800,3,Lvl,3,Corner,2,OldTown,Norm,1Fam,1Story,3,5,1890,1998,Gable,VinylSd,VinylSd,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,630.0,630.0,2,3,725,0,0,725,0.0,0.0,1,1,1,1,2,7,0,Detchd,1,320.0,3,3,2,0,30,0,0,0,0,0,0,11,2009,WD 
502,C060,RL,62.0,8244,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,840.0,840.0,4,4,840,880,0,1720,0.0,0.0,2,1,3,1,3,7,4,Attchd,3,440.0,3,3,2,100,48,0,0,0,0,0,0,5,2007,WD 
503,C020,RM,60.0,6000,3,Bnk,3,Inside,1,OldTown,Norm,2fmCon,1Story,4,4,1953,1953,Gable,MetalSd,MetalSd,None,0.0,1,2,CBlock,2,3,1,1,0.0,1,0.0,936.0,936.0,2,4,936,0,0,936,0.0,0.0,1,0,2,1,2,5,0,Detchd,1,576.0,3,3,2,0,32,112,0,0,0,0,0,2,2009,WD 
504,C120,RL,69.0,3621,3,Lvl,3,Inside,2,Blmngtn,Norm,TwnhsE,1Story,8,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,72.0,3,2,PConc,4,3,4,6,1084.0,1,0.0,322.0,1406.0,4,4,1589,0,0,1589,1.0,0.0,2,0,2,1,3,7,3,Attchd,3,630.0,3,3,2,143,20,0,0,0,0,0,0,11,2007,WD 
505,C060,RL,59.0,7837,2,Lvl,3,Inside,2,Gilbert,Norm,1Fam,2Story,6,7,1993,1994,Gable,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,799.0,799.0,3,4,799,772,0,1571,0.0,0.0,2,1,3,1,2,7,3,Attchd,2,380.0,3,3,2,0,40,0,0,0,0,0,0,5,2009,WD 
506,C020,RL,72.0,10665,2,Lvl,3,Inside,2,CollgCr,Norm,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,BrkFace,167.0,3,2,PConc,4,3,3,6,1013.0,1,0.0,440.0,1453.0,4,4,1479,0,0,1479,1.0,0.0,2,0,3,1,3,7,0,Attchd,2,558.0,3,3,2,144,29,0,0,0,0,0,0,6,2007,WD 
507,C060,RL,70.0,10457,2,Lvl,3,Inside,1,Mitchel,Norm,1Fam,2Story,5,7,1969,1969,Gable,VinylSd,VinylSd,BrkFace,178.0,3,4,CBlock,3,3,4,4,496.0,2,288.0,0.0,784.0,4,4,784,848,0,1632,0.0,0.0,1,1,4,1,2,7,3,Attchd,2,898.0,3,3,2,0,173,368,0,0,0,3,0,4,2009,WD 
508,C020,RL,60.0,8281,2,Lvl,3,Inside,2,Sawyer,Norm,1Fam,1Story,5,5,1965,1965,Gable,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,3,553.0,4,311.0,0.0,864.0,3,4,864,0,0,864,0.0,0.0,1,0,3,1,2,7,1,Detchd,1,360.0,3,3,2,0,0,236,0,0,0,2,0,12,2009,WD 
509,C060,RL,67.0,14948,2,Lvl,3,Inside,2,NridgHt,Norm,1Fam,2Story,9,5,2008,2008,Hip,VinylSd,VinylSd,Stone,268.0,4,2,PConc,5,3,3,6,1330.0,1,0.0,122.0,1452.0,4,4,1476,1237,0,2713,1.0,0.0,2,1,3,1,4,7,4,Attchd,3,858.0,3,3,2,126,66,0,0,0,0,0,0,11,2008,New
510,C070,RL,43.0,7000,3,Lvl,3,Inside,2,SWISU,Feedr,1Fam,2Story,7,8,1926,1997,Gable,Wd Sdng,Stucco,None,0.0,2,2,BrkTil,3,3,1,5,424.0,1,0.0,200.0,624.0,4,4,743,736,0,1479,1.0,0.0,1,0,3,1,3,7,4,Detchd,1,312.0,3,3,2,530,0,56,0,0,0,3,0,5,2006,WD 
511,C120,RM,69.0,3940,3,Lvl,3,Inside,2,Blmngtn,Norm,TwnhsE,1Story,7,5,2004,2004,Hip,VinylSd,VinylSd,BrkFace,24.0,3,2,PConc,4,3,1,6,1087.0,1,0.0,306.0,1393.0,4,4,1576,0,0,1576,1.0,0.0,2,0,2,1,3,7,3,Attchd,2,668.0,3,3,2,143,20,0,0,0,0,0,0,5,2008,WD 
512,C020,RL,93.0,9382,2,Lvl,3,CulDSac,2,CollgCr,Norm,1Fam,1Story,7,5,1999,2000,Gable,VinylSd,VinylSd,BrkFace,125.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1468.0,1468.0,4,4,1479,0,0,1479,0.0,0.0,2,0,3,1,3,7,0,Attchd,2,577.0,3,3,2,120,25,0,0,0,0,0,0,7,2008,WD 
513,C040,RL,55.0,6854,3,Bnk,3,Inside,1,BrkSide,Norm,1Fam,1Story,5,7,1925,1994,Gable,MetalSd,MetalSd,None,0.0,2,3,PConc,3,3,1,2,317.0,3,227.0,212.0,756.0,2,3,916,144,0,1060,1.0,0.0,1,0,1,1,2,4,4,Detchd,1,308.0,2,3,2,0,65,0,0,150,0,0,0,8,2007,WD 
514,C030,RL,69.0,11515,2,Lvl,3,CulDSac,2,Edwards,Norm,1Fam,1Story,4,5,1958,1994,Gable,HdBoard,HdBoard,None,0.0,2,2,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,2,4,943,0,0,943,0.0,0.0,1,0,3,1,3,5,0,Detchd,1,308.0,3,3,0,0,0,60,0,0,0,0,0,8,2007,WD 
515,C050,RL,69.0,13837,2,Lvl,3,Corner,2,NWAmes,Norm,1Fam,1.5Fin,7,5,1988,1988,Gable,HdBoard,HdBoard,BrkFace,178.0,3,3,PConc,4,4,1,6,1002.0,2,202.0,0.0,1204.0,3,4,1377,806,0,2183,0.0,0.0,2,1,4,1,3,7,0,Attchd,1,786.0,3,3,2,0,0,0,0,0,0,0,0,2,2006,WD 
516,C060,RL,80.0,9938,3,Lvl,3,Inside,2,SawyerW,Norm,1Fam,2Story,7,5,1993,1994,Gable,MetalSd,MetalSd,BrkFace,246.0,3,2,PConc,4,3,1,6,750.0,1,0.0,300.0,1050.0,4,4,1062,887,0,1949,1.0,0.0,2,1,3,1,3,7,3,Attchd,3,574.0,3,3,2,156,90,0,0,0,0,4,0,6,2010,WD 
517,C020,RL,85.0,12633,2,HLS,3,Inside,2,Timber,PosA,1Fam,1Story,10,5,2006,2007,Hip,MetalSd,MetalSd,BrkFace,242.0,4,2,PConc,5,3,4,1,0.0,1,0.0,1824.0,1824.0,4,4,1824,0,0,1824,0.0,0.0,2,0,3,1,4,7,4,Attchd,3,932.0,3,3,2,160,36,0,0,108,0,0,0,9,2007,New
518,C070,RM,57.0,6876,3,Lvl,3,Inside,2,IDOTRR,Norm,1Fam,2Story,6,5,1927,1950,Gable,Plywood,Plywood,None,0.0,2,2,CBlock,3,2,1,4,522.0,1,0.0,198.0,720.0,1,4,1146,784,0,1930,1.0,0.0,2,0,4,1,2,7,0,Attchd,1,316.0,3,3,2,0,0,213,0,0,0,3,0,8,2009,WD 
519,C160,FV,36.0,3951,2,Lvl,3,Inside,2,Somerst,Norm,TwnhsE,2Story,10,5,1998,1999,Gable,BrkFace,MetalSd,None,0.0,4,2,PConc,4,3,2,4,128.0,6,842.0,0.0,970.0,4,4,1469,924,0,2393,1.0,0.0,2,1,2,1,4,7,3,Attchd,3,846.0,3,3,2,0,90,0,0,94,0,0,0,2,2008,WD 
520,C070,RM,62.0,9856,3,Lvl,3,Corner,2,OldTown,Norm,1Fam,2Story,5,8,1900,2005,Hip,CemntBd,CmentBd,None,0.0,3,3,PConc,2,3,1,1,0.0,1,0.0,716.0,716.0,4,3,1007,1007,0,2014,0.0,0.0,2,0,5,1,2,7,0,Detchd,1,624.0,3,3,2,0,72,167,0,0,0,0,0,6,2006,WD 
521,C020,RL,84.0,17808,3,Lvl,3,Inside,2,Edwards,Feedr,1Fam,1Story,4,5,1946,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,484.0,484.0,2,4,1242,0,0,1242,0.0,0.0,1,0,2,1,2,4,0,Attchd,1,336.0,3,3,0,0,0,0,0,0,0,0,0,7,2007,WD 
